720026979,thu,-1,1,2,0,0,0,1,0,-1,-1,1,1,0,2,1,1,-1,0,1,-1,3,0,2,3,
720026979,fri,1,2,1,3,1,3,2,0,0,3,1,0,-1,3,0,3,-1,-1,0,1,0,1,2,1,
720026979,sat,0,-1,2,1,1,-1,0,-1,0,-1,-1,3,2,1,1,-1,1,-1,1,0,1,0,0,-1,
720044010,sun,-1,0,-1,3,0,1,1,3,0,0,2,3,3,1,2,2,0,2,1,-1,-1,3,0,1,
720044010,mon,2,0,2,3,2,0,2,2,1,2,3,1,2,1,1,0,1,2,1,-1,1,0,2,-1,
720044010,tue,-1,2,1,-1,-1,3,0,2,2,-1,1,2,-1,2,1,1,3,1,1,3,0,1,2,2,
720044010,wed,3,1,-1,2,1,3,2,3,-1,3,0,1,3,1,-1,0,1,1,3,3,0,2,2,2,
720044010,thu,3,1,3,3,1,1,-1,1,1,1,2,-1,3,-1,0,2,-1,3,-1,1,3,1,3,-1,
720044010,fri,3,1,-1,-1,0,1,0,2,2,1,2,-1,2,2,2,0,2,2,2,2,1,3,1,-1,
720044010,sat,3,0,1,0,-1,0,2,-1,2,0,0,1,0,3,0,2,0,-1,1,-1,0,2,3,2,
720050287,sun,0,0,2,2,-1,1,2,2,1,3,3,1,3,3,2,3,3,-1,0,0,-1,0,1,2,
720050287,mon,0,0,2,-1,-1,1,0,-1,2,0,3,2,-1,3,3,1,0,2,2,-1,2,0,3,2,
720050287,tue,0,0,2,1,3,3,2,-1,2,-1,3,0,0,3,2,0,3,3,1,0,1,3,2,1,
720050287,wed,2,0,3,0,1,2,2,-1,2,-1,3,3,0,2,2,2,0,-1,0,0,2,0,1,-1,
720050287,thu,3,-1,-1,0,3,0,1,0,1,3,0,0,3,0,-1,3,3,3,-1,3,2,-1,-1,3,
720050287,fri,1,0,2,3,1,-1,1,-1,3,0,2,-1,3,-1,0,1,0,1,0,-1,1,-1,3,-1,
720050287,sat,-1,1,2,1,3,-1,0,2,1,2,0,0,2,2,3,1,3,-1,1,0,3,1,-1,0,
720051882,sun,3,2,1,1,-1,0,3,1,2,0,0,0,0,2,-1,2,1,1,-1,-1,0,2,-1,1,
720051882,mon,3,3,2,0,-1,-1,3,-1,1,3,0,3,-1,1,3,-1,-1,-1,1,1,1,1,3,-1,
720051882,tue,3,1,3,-1,-1,3,2,0,0,-1,3,-1,3,2,2,0,-1,-1,2,1,3,1,-1,1,
720051882,wed,1,-1,1,2,2,2,3,1,3,-1,-1,1,-1,-1,0,0,0,-1,3,-1,1,3,3,-1,
720051882,thu,-1,3,0,2,1,3,1,1,3,-1,0,0,-1,-1,3,1,-1,1,0,2,3,1,0,2,
720051882,fri,1,0,-1,-1,2,1,-1,3,1,-1,1,3,3,-1,3,2,-1,2,-1,1,2,1,3,2,
720051882,sat,-1,-1,0,-1,1,0,1,3,2,0,-1,-1,-1,-1,3,2,-1,2,0,1,-1,-1,1,-1,
720055023,sun,2,2,1,3,-1,1,2,0,2,3,0,2,1,2,-1,3,3,3,1,0,0,1,-1,0,
720055023,mon,1,1,0,3,1,2,1,3,2,1,0,2,3,1,0,0,1,1,3,2,2,2,-1,-1,
720055023,tue,1,2,1,-1,2,0,-1,1,3,1,-1,0,2,0,-1,2,0,2,1,1,0,1,1,3,
720055023,wed,1,1,0,-1,1,-1,0,1,2,1,-1,0,3,1,3,0,3,1,1,2,1,-1,-1,0,
720055023,thu,3,1,3,2,0,1,-1,3,3,3,1,3,2,1,-1,-1,2,-1,-1,3,2,-1,0,-1,
720055023,fri,2,3,3,-1,2,-1,3,-1,1,-1,-1,1,3,3,1,0,0,3,-1,1,2,3,1,0,
720055023,sat,0,1,3,0,-1,3,2,1,0,0,1,3,3,-1,2,3,2,1,-1,3,-1,2,0,2,
720057834,sun,1,1,2,2,3,1,2,2,-1,-1,1,0,1,1,2,1,3,3,2,1,0,3,1,1,
720057834,mon,-1,2,2,1,2,0,-1,3,2,1,3,1,0,2,3,-1,1,1,2,2,1,-1,0,1,
720057834,tue,0,-1,3,1,0,-1,0,1,0,3,3,3,3,2,-1,2,-1,3,1,2,3,-1,2,-1,
720057834,wed,2,3,3,3,2,2,0,3,0,2,1,1,1,1,0,-1,2,0,3,0,3,1,-1,2,
720057834,thu,1,0,1,0,1,3,-1,1,0,3,-1,2,1,1,2,1,3,1,-1,0,3,0,2,3,
720057834,fri,3,1,-1,2,3,-1,-1,-1,3,3,1,3,2,-1,0,-1,-1,1,0,2,-1,-1,3,2,
720057834,sat,0,3,1,0,-1,0,1,0,0,3,3,0,2,1,0,0,2,2,0,-1,3,3,-1,-1,
720098569,sun,1,1,0,1,1,0,2,0,2,3,-1,0,2,1,-1,2,0,1,0,2,1,2,3,0,
720098569,mon,-1,2,-1,-1,-1,1,0,3,3,2,1,1,3,-1,1,0,1,0,1,2,0,3,0,3,
720098569,tue,2,3,-1,0,1,0,3,1,0,0,0,0,-1,-1,3,2,2,1,1,-1,1,1,0,-1,
720098569,wed,2,0,3,2,2,0,2,0,1,-1,2,3,2,3,1,-1,2,1,1,0,2,3,1,1,
720098569,thu,0,-1,1,1,3,3,3,2,2,2,-1,0,2,-1,1,1,-1,1,3,0,0,3,0,1,
720098569,fri,1,0,1,-1,2,0,0,0,0,1,3,3,1,1,3,2,0,3,2,2,0,-1,0,0,
720098569,sat,0,3,-1,2,0,0,0,1,0,0,0,3,-1,1,3,3,3,3,3,3,-1,1,0,2,
720131322,sun,-1,1,2,3,1,0,0,1,3,-1,3,-1,0,0,2,1,-1,2,3,0,-1,3,1,3,
720131322,mon,2,1,-1,0,-1,1,-1,0,2,3,1,3,1,0,2,3,1,0,1,0,-1,2,-1,2,
720131322,tue,0,-1,0,3,-1,-1,1,2,0,1,1,0,2,3,-1,2,1,1,1,1,2,3,0,1,
720131322,wed,1,3,-1,3,2,3,0,2,0,-1,0,-1,-1,0,2,1,2,2,2,-1,3,-1,2,3,
720131322,thu,2,2,0,-1,0,-1,-1,0,2,-1,2,2,0,-1,-1,0,-1,2,2,3,0,1,2,2,
720131322,fri,-1,-1,0,3,0,1,2,3,-1,2,-1,0,3,2,3,0,2,-1,-1,1,2,3,3,-1,
720131322,sat,-1,-1,1,3,2,3,-1,2,3,-1,2,3,2,0,-1,-1,0,-1,0,3,1,1,1,-1,
720328470,sun,2,0,3,1,0,2,2,-1,3,0,2,-1,2,1,3,2,2,0,1,3,3,2,1,-1,
720328470,mon,2,1,-1,3,1,-1,1,3,0,3,-1,-1,0,0,-1,-1,3,1,1,0,1,1,1,1,
720328470,tue,2,0,1,1,3,3,1,3,3,0,2,-1,2,2,-1,1,0,-1,-1,-1,0,-1,1,2,
720328470,wed,2,-1,-1,2,0,2,3,-1,-1,2,0,3,1,0,0,2,3,-1,1,3,1,0,2,1,
720328470,thu,-1,3,1,2,-1,-1,3,3,0,1,2,0,-1,0,3,0,1,3,1,0,2,1,0,1,
720328470,fri,3,0,2,3,-1,1,3,3,3,2,3,2,1,-1,1,3,1,0,2,3,0,-1,3,1,
720328470,sat,0,-1,-1,0,0,2,1,3,-1,3,2,2,1,0,-1,1,0,1,1,2,2,3,3,1,
720360006,sun,3,3,3,3,0,1,1,-1,3,-1,3,3,-1,-1,1,2,0,1,2,3,-1,3,-1,3,
720360006,mon,2,3,-1,3,2,1,0,0,2,1,1,1,1,2,2,2,-1,3,2,1,1,-1,2,3,
720360006,tue,0,0,1,1,2,1,3,1,2,1,1,-1,-1,2,2,1,3,3,2,0,1,-1,2,3,
720360006,wed,2,3,3,3,-1,3,0,-1,3,3,3,3,-1,-1,2,0,1,3,3,2,0,1,2,3,
720360006,thu,1,-1,1,1,1,0,-1,3,3,0,0,3,-1,1,3,2,0,-1,3,0,2,-1,0,3,
720360006,fri,2,2,0,0,0,0,2,2,1,0,2,2,3,0,3,2,3,-1,3,0,3,3,3,0,
720360006,sat,2,2,-1,3,3,1,0,1,1,0,-1,0,0,3,0,3,-1,-1,-1,1,3,-1,0,-1,
720360963,sun,-1,0,0,-1,3,1,3,2,3,3,2,1,0,2,0,1,3,1,0,-1,0,3,3,2,
720360963,mon,3,1,2,0,-1,1,3,2,0,-1,-1,1,1,2,1,0,3,0,2,2,1,3,0,1,
720360963,tue,2,3,3,1,0,2,0,0,3,3,3,3,3,2,1,1,2,1,0,1,-1,1,1,2,
720360963,wed,-1,0,2,-1,2,2,2,-1,-1,2,-1,0,0,3,1,3,-1,0,-1,2,-1,2,3,1,
720360963,thu,-1,2,3,0,3,1,1,-1,1,2,0,-1,2,2,3,2,1,-1,1,3,1,-1,3,-1,
720360963,fri,0,-1,1,1,-1,1,2,3,1,3,1,3,2,-1,-1,2,2,3,-1,3,1,2,0,-1,
720360963,sat,0,0,3,1,2,0,1,0,2,3,1,1,1,-1,-1,1,-1,1,1,3,2,3,3,1,
